Council Member,Questionnaire Submission,Email Address submitted on Questionnaire,FY24 SC CODE,Older Adult Center / Program Name,Program Address,Borough,Zip Code,New Council District,City Council District ,Community District,Contact Person,Phone,Email Address sent by DFTA (Red Highlights flags error with original email),DFTA ID ,SITE TYPE,Program Type,email,director,JR,City Council District .1,Council Member.1,lat,lon
Jordan,YES,KDinham@pssusa.org,FY24 SC 091,PSS King Towers ,50 Lenox Avenue,Manhattan,10026,9,9,Manhattan CD10,Katrina Dinham,917-734-4452,kdinham@pssusa.org,W1907,Main Site,OAC,KDinham@pssusa.org,Ms. KaTrina Dinham,FY24 SC 091,9,Jordan,40.79959297,-73.95142065
Jordan,NO,,FY24 SC 092,RJ Rangel OAC,159-36 Harlem River Drive,Manhattan,10039,9,9,Manhattan CD10,Catalina Guzman,646-918-7570,rangelscenter@aol.com C,C2604,Affiliated,OAC,,,,9,Jordan,40.83336441,-73.93545604
Jordan,YES,dknight@sageusa.org,FY24 SC 265,SAGE Center Harlem,220 West 143rd Street,Manhattan,10030,9,9,Manhattan CD10,Debra Knight,(929)458-0170,dknight@sageusa.org; astivala@sageusa.org; ccarteciano@sageusa.org ,C6902,Main Site,OAC,dknight@sageusa.org,Debra Knight,,9,Jordan,40.82079939,-73.94112979
Jordan,YES,,FY24 SC 094,SAGE HARLEM  COMMUNITY CENTER NORC,220 W. 143RD STREET,Manhattan,10030,9,9,110,Debra Knight,646-660-8951 ,dknight@sageusa.org; astivala@sageusa.org; ccarteciano@sageusa.org ,3N3,Discretionary,NORC,,,,9,Jordan,40.82079939,-73.94112979
Joseph,YES,AHEIN49412@AOL.COM,FY24 SC 292,Agudath Israel Brookdale Senior Center,817 Avenue H,Brooklyn,11230,45,40,Brooklyn 40,Aron Heineman,718-434-8670,ahein49412@aol.com,C0101,Main Site,OAC,AHEIN49412@AOL.COM,Rabbi Aron Heineman,,40,Joseph,40.62926736,-73.96868594
Joseph,YES,ivan@dorchestercenter.org,FY24 SC 294,Dorchester Senior Citizens Center OAC,1419 Dorchester Road,Brooklyn,11226,40,40,Brooklyn CD14   ,Joanne Biswakarma,718-941-6700,dorchesterseniorsnyc@gmail.com,C2901,Main Site,OAC,ivan@dorchestercenter.org,Ivan Slutsky,,40,Joseph,40.63897177,-73.96468909
Joseph,YES,llawrence@fortgreenecouncil.org,FY24 SC 295,Hazel Brooks OAC,961 Ocean Avenue,Brooklyn,11226,40,40,Brooklyn CD14   ,Leishanna Lawrence,347-435-3287,llawrence@fortgreenecouncil.org,C3514,Main Site,OAC,llawrence@fortgreenecouncil.org,Leishanna Lawrence,,40,Joseph,40.63889024,-73.95887726
Joseph,YES,stgabctr@aol.com,FY24 SC 296,St Gabriels Episcopal Church NSC,331 Hawthorne Street,Brooklyn,11225,40,40,Brooklyn CD9   ,Judith Villaroel,718-773-4049,stgabctr@aol.com,C7301,Main Site,OAC,stgabctr@aol.com,Judith Villaroel,,40,Joseph,40.65791872,-73.94921714
Kagan,YES,jfungwk@gmail.com,FY24 SC 282,BCA Bensonhurst Older Adult Center,6409 20th Ave,Brooklyn,11204,43,47,Brooklyn CD11,Jenny Fung,718 331 3088,jfungwk@gmail.com,C1201,Main Site,OAC,jfungwk@gmail.com,Jenny Fung,FY24 SC 282,47,Kagan,40.61699599,-73.9853544
Kagan,YES,Catherine.Palermo@ccbq.org,FY24 SC 201,CCNS The Lodge OAC,7711 18th Avenue,Brooklyn,11214,43,47,Brooklyn CD11,Catherine Palermo,718-621-1081,catherine.palermo@ccbq.org,C1717,Main Site,OAC,Catherine.Palermo@ccbq.org,"Catherine Palermo, Program Manager",,47,Kagan,40.61208645,-73.99728792
Kagan,YES,dbailey@jasa.org,FY24 SC 349,JASA CONEY ISLAND ACTIVE AGING NORC,2950 WEST 35TH STREET,Brooklyn,11224,47,47,313,Donna McEwen-Bailey,718-943-7812,dmcewen@jasa.org,N68-03,DFTA-Funded-NYCHA,NORC,dbailey@jasa.org,Donna Bailey,,47,Kagan,40.57383771,-74.00049315
Kagan,YES,lshneyer@jasa.org,FY24 SC 350,JASA Luna Park Annex,2880 West 12th Street,Brooklyn,11224,47,47,Brooklyn CD13,Lidia Shneyer,718-373-3954,drussell@jasa.org; lshneyer@jasa.org,C8307.1,Affiliated,OAC,lshneyer@jasa.org,Lidia Shneyer,,47,Kagan,40.57734651,-73.97962497
Kagan,YES,lshneyer@jasa.org,FY24 SC 351,JASA Scheuer Coney Island OAC,3601 Surf Avenue,Brooklyn,11224,47,47,Brooklyn CD13,Lidia Shneyer,718-373-3954,lshneyer@jasa.org,C8306,Main Site,OAC,lshneyer@jasa.org,Lidia Shneyer,,47,Kagan,40.57314326,-74.00158742
Kagan,YES,kstieber@jasa.org,FY24 SC 352,JASA WARBASSE CARES NORC,2844 OCEAN PARKWAY,Brooklyn,11235,48,47,313,Karin Stieber,718-996-5200,kstieber@jasa.org,N68-04,DFTA-Funded,NORC,kstieber@jasa.org,Karin Stieber,,47,Kagan,40.58054167,-73.96842799
Kagan,YES,GBR@JCCGCI.org  or G.Brandi@JCCGCI.org,FY24 SC 353,JCCGCI Coney Island Seaside Older Adult Center (ISC),3001 West 37th Street,Brooklyn,11224,47,47,Brooklyn CD13,Grace Brandi,718-449-6363,g.brandi@jccgci.org,C4701,Main Site,OAC,GBR@JCCGCI.org  or G.Brandi@JCCGCI.org,Grace Brandi,,47,Kagan,40.57317618,-74.00250892
Kagan,YES,GBR@JCCGCI.org,FY24 SC 360,JCCGCI Haber House Older Adult Center,3024 West 24th Street,Brooklyn,11224,47,47,Brooklyn CD13,Grace Brandi,718-449-6363 ,gbr@jccgci.org>,C4702,Main Site,OAC,GBR@JCCGCI.org,Grace Brandi (Director position currently vacant),,47,Kagan,40.57317034,-73.99064463
Kagan,YES,rer@jccgci.org,FY24 SC 338,JCCGCI Kings Highway Older Adult Center,1879 East 3rd Street,Brooklyn,11223,44,47,Brooklyn CD15 ,Risa Erps,929-628-1007,rer@jccgci.org,C4704,Main Site,OAC,rer@jccgci.org,Risa Erps,,47,Kagan,40.60409795,-73.96994379
Kagan,YES,n.gutierrez@jccgci.org,FY24 SC 356,JCCGCI Marlboro Older Adult Center,2298 West 8th Street,Brooklyn,11223,47,47,Brooklyn CD13,Nelson Gutierrez,718-373-6161,n.gutierrez@jccgci.org,C4706,Main Site,OAC,n.gutierrez@jccgci.org,Nelson Gutierrez,,47,Kagan,40.59208039,-73.97846827
Kagan,NO,,FY24 SC 357,JCCGCI Ocean Parkway Older Adult Center,1960 East 7th Street,Brooklyn,11223,44,47,Brooklyn CD15 ,Shamuil Mikhli,718- 449–5000 ext 2821,s.mikhli@jccgci.org; m.vachnine@jccgci.org; gbr@jccgci.org,C4708,Main Site,OAC,,,,47,Kagan,40.60308374,-73.9650826
Krishnan,YES,Mariana.ortiz@ccbq.org,FY24 SC 348,CCNS Catherine Sheridan OAC,35-24 83rd Street,Queens,11372,25,25,Queens CD3,Mariana Ortiz,718-458-4600,mariana.ortiz@ccbq.org; Debra.Hoffer@ccbq.org,C1703,Main Site,OAC,Mariana.ortiz@ccbq.org,Mariana Ortiz,,25,Krishnan,40.75154728,-73.88370295
Krishnan,YES,miriam.rolon@iprhe.org,FY24 SC 202,Elmhurst,75-01 Broadway Avenue,Queens,11373,25,25,Queens CD4,Mirian Rolon,718-478-7171,Miriam.Rolon@iprhe.org,W1604,Main Site,OAC,miriam.rolon@iprhe.org,Miriam Rolon,FY24 SC 202,25,Krishnan,40.74617121,-73.89020845
Krishnan,YES,maria@newtownseniorcenter.org,FY24 SC 203,Italian Senior Citizens  Center Inc,83-20 Queens Boulevard,Queens,11373,30,25,Queens CD4,Maria Cuoco,718-335-7272,maria@newtownseniorcenter.org,C4501,Main Site,OAC,maria@newtownseniorcenter.org,Maria Cuoco,,25,Krishnan,40.73720457,-73.8796865
Krishnan,YES,bsreyes@qchnyc.org,FY24 SC 227,QCH Queens Center for Gay Seniors (QCGS) OAC,37-06 77th Street ,Queens,11372,25,25,Queens CD3,Bertis Shankle-Reyes,(718) 533-6459,bsreyes@qchnyc.org,C5604,Main Site,OAC,bsreyes@qchnyc.org,Bert Shankle-Reyes,,25,Krishnan,40.74890659,-73.88902016
Krishnan,YES,ktaylor@selfhelp.net,FY24 SC 205,SELFHELP NORTHRIDGE 11-BRULENE NORC,33-45 90TH STREET,Queens ,11372,25,25,403,Karen Taylor,718-396-5425,ktaylor@selfhelp.net,N62-03,DFTA-Funded,NORC,ktaylor@selfhelp.net,Karen Taylor,,25,Krishnan,40.75488961,-73.87765493
Lee,YES,Pang.Chu@ccbq.org,FY24 SC 268,CCNS Bayside OAC,221-15 Horace Harding Expressway ,Queens,11364,23,23,Queens CD11,Pang Chu,718-225-1144,pang.chu@ccbq.org,C1701,Main Site,OAC,Pang.Chu@ccbq.org,Pang F. Chu,,23,Lee,40.74968816,-73.75655945
Lee,YES,gbrown2@jasa.org,FY24 SC 190,JASA Holliswood Older Adult Center,86-25 Francis Lewis Boulevard,Queens,11427,23,23,Queens CD8,Gail Brown          ,718-454-6157,gbrown2@jasa.org,C8305,Main Site,OAC,gbrown2@jasa.org,Gail A. Brown,,23,Lee,40.72494815,-73.76510655
Lee,NO,,FY24 SC 192,NORC WITHOUT WALLS (NNORC),58-20 LITTLE NECK PKWY,Queens ,11362,23,23,411,Ebony Johnson,718-225-6750,ejohnson@commonpointqueens.org,4N1,Discretionary,NORC,,,,23,Lee,40.76157704,-73.72312172
Lee,YES,wlepper@commonpointqueens.org,FY24 SC 193,Sam Field Older Adult Center,58-20 Little Neck Parkway,Queens,11362,23,23,Queens CD11,Barbara Becker Bruno,718-225-6750 ext 233,BBeckerbruno@commonpointqueens.org,C6501,Main Site,OAC,wlepper@commonpointqueens.org,"Wendy Lepper, LMSW",,23,Lee,40.76157704,-73.72312172
Lee,YES,vmargolies@commonpointqueens.org,FY24 SC 194,SAMUEL FIELD Y DEEPDALE GARDENS NORC,57-17 MARATHON PARKWAY,Queens ,11362,23,23,411,Victoria Margolies,718-225-3929,vmargolies@commonpointqueens.org,N61-02,DFTA-Funded,NORC,vmargolies@commonpointqueens.org,Victoria Margolies,,23,Lee,40.75941978,-73.73128497
Lee,NO,,FY24 SC 195,SELFHELP FRESH MEADOWS NORC,67-00 192ND ST.,Queens ,11365,23,23,408,Anthony Castro,718-559-4330,acastro@selfhelp.net,N62-04,DFTA-Funded,NORC,,,,23,Lee,40.73781226,-73.78153405
Lee,YES,nbhola@snapqueens.org,FY24 SC 196,SNAP Eastern Queens OAC (ISC),80-45 Winchester Boulevard,Queens,11427,23,23,Queens CD13,Cathy Cahn,718-525-8899,ccahn@snapqueens.org,C7001,Main Site,OAC,nbhola@snapqueens.org,Nina Bhola-Cruz,,23,Lee,40.73768488,-73.73402127
Louis,YES,Nadine.Aspilaire@ccbq.org,FY24 SC 216,CCNS Glenwood OAC,5701 Avenue H,Brooklyn,11234,45,45,Brooklyn CD18   ,Nadine Aspilaire ,718-241-7711,nadine.aspilaire@ccbq.org,C1718,Main Site,OAC,Nadine.Aspilaire@ccbq.org,Nadine Aspilaire,,45,Louis,40.63328794,-73.92155521
Louis,NO,,FY24 SC 336,Council of Peoples Organization: Halal Senior Center ,1075-1077 Coney Island Avenue,Brooklyn,11230,45,45,Brooklyn CD14   ,Hasa Raza            ,718-434-3266 x 1013,hraza@copo.org,C2701,Main Site,OAC,,,,45,Louis,40.63116888,-73.96646577
Louis,YES,H.reiser@jccgci.org,FY24 SC 330,JCCGCI Midwood Older Adult Center,1625 Ocean Avenue,Brooklyn,11230,45,45,Brooklyn CD14   ,Henny Riser,718-253-0508,h.reiser@jccgci.org; info@selfhelp.net,C4707,Main Site,OAC,H.reiser@jccgci.org,Henny Reiser ,,45,Louis,40.62234075,-73.95574268
Louis,YES,Lkellman@milldev.org,FY24 SC 340,PHILLIP HOWARD NORC,1655 FLATBUSH AVENUE,Brooklyn,11210,45,45,318,Latosha Kellman,718-258-6000,lkellman@milldev.org,2CF,Discretionary,NORC,Lkellman@milldev.org,Latosha Kellman,,45,Louis,40.63009552,-73.94475659
Louis,YES,cpinn@fortgreenecouncil.org,FY24 SC 270,Remsen Sarita Jean OAC,3304 Clarendon Road,Brooklyn,11210,45,45,Brooklyn CD17  ,Cameron Pinn,718-282-1259,cpinn@fortgreenecouncil.org,C3512,Main Site,OAC,cpinn@fortgreenecouncil.org,Cameron Pinn,,45,Louis,40.6434274,-73.94569684
Louis,YES,amathis@ymcanyc.org,FY24 SC 341,Young at Heart Senior Center at the Flatbush YMCA,1401 Flatbush Avenue,Brooklyn,11210,45,45,Brooklyn CD14   ,Areial Mathis ,646-771-3164 or 212-912-2260 ext 4402 ,amathis@ymcanyc.org,C9303,Main Site,OAC,amathis@ymcanyc.org,Areial Mathis ,,45,Louis,40.6365104,-73.95153937
Louis,NO,,FY24 SC 307,Zest for Life OAC  (Bishop Philius),2806 Newkirk Avenue,Brooklyn,11210,45,45,Brooklyn CD17  ,Chichana Benjamin,929-626-2020,cbenjamin@fortgreenecouncil.org,C3507,Main Site,OAC,,,,45,Louis,40.63987216,-73.95013528
Marte,NO,,FY24 SC 001,BRC Senior Center,30 Delancy Street,Manhattan,10002,1,1,Manhattan CD3,Kim Fong,212-533-2020,kfong@brc.org,C0901,Main Site,OAC,,,,1,Marte,40.71979129,-73.99226908
Marte,YES,nbrown@greenwichhouse.org,FY24 SC 002,Center on the Square,20 Washington Square North,Manhattan,10011,2,1,Manhattan CD2,Nicole Brown,212-777-3555,lmarceca@greenwichhouse.org; olderadults@greenwichhouse.org,W1501,Main Site,OAC,nbrown@greenwichhouse.org,Nicole Brown,,1,Marte,40.73178063,-73.9977052
Marte,NO,,FY24 SC 003,CHINATOWN NNORC,7 MOTT STREET ,Manhattan,10013,1,1,103,Hing Lin (Helen) Sit,212-619-3073 or 917-270-7979,hinglin.sit@vnsny.org,3NA,Discretionary,NORC,,,,1,Marte,40.71394521,-73.99871944
Marte,NO,,FY24 SC 004,Confucious Plaza NORC,185 Park Row ,Manhattan,10002,1,1,103,Colleen Kremer,212 -349- 3724,colleenkremer@hmhonline.org,N53-03,DFTA-Funded,NORC,,,,1,Marte,40.71321785,-73.99980521
Marte,NO,,FY24 SC 006,CPC NY Chinatown Neighborhood Senior Center,55 Chrystie Street,Manhattan,10002,1,1,Manhattan CD3,Mojing (Jenny) Tran,212-233-8930,jtran@cpc-nyc.org,C2103,Main Site,OAC,,,,1,Marte,40.71648674,-73.99471885
Marte,YES,png@cpc-nyc.org,FY24 SC 171,CPC Project Open Door Neighborhood Senior Center,168 Grand Street,Manhattan,10013,1,1,Manhattan CD2,Po Ling Ng,212-431-9026,png@cpc-nyc.org,C2104,Main Site,OAC,png@cpc-nyc.org,Po-ling Ng,,1,Marte,40.71968998,-73.99828643
Marte,NO,,FY24 SC 007,EDUCATIONAL ALLIANCE CO OP VILLAGE NORC,465 GRAND STREET,Manhattan,10002,1,1,103,Christine Dey ,646-395-4270,cdey@mannycantor.org,N66,DFTA-Funded,NORC,,,,1,Marte,40.71513259,-73.98403061
Marte,YES,xam@edalliance.org,FY24 SC 008,Educational Alliance Weinberg Older Adult Center,197 East Broadway,Manhattan,10002,1,1,Manhattan CD3,Xiomara Maldonado,646-395-4270,xmaldonado@edalliance.org; wcbl@mannycantor.org;  info@MannyCantor.org,C8102,Main Site,OAC,xam@edalliance.org,Xiomara A. Maldonado ,,1,Marte,40.71421086,-73.98830178
Marte,NO,,FY24 SC 009,HAMILTON MADISON ALFRED SMITH HOUSES NORC,50 MADISON STREET,Manhattan,10038,1,1,103,Mariely Cerda,212-788-5580,marielycerda@hmhonline.org,N53-01,DFTA-Funded- NYCHA,NORC,,,,1,Marte,40.71195799,-73.99782492
Marte,YES,MarynaLysenko@hmhonline.org,FY24 SC 010,HAMILTON MADISON KNICKERBOCKER NORC,36 MONROE STREET G1,Manhattan,10002,1,1,103,Maryna Lysenko,212-349-0616,MarynaLysenko@hmhonline.org,N53-02,DFTA-Funded,NORC,MarynaLysenko@hmhonline.org,Maryna Lysenko,,1,Marte,40.71153794,-73.99476974
Marte,YES,joanne@hmhonline.org,FY24 SC 011,HMH City Hall Older Adult Center,100 Gold Street,Manhattan,10038,1,1,Manhattan CD1,Joanne Chu,212-788-5580/5557,Joanne@hmhonline.org,C3801,Main Site,OAC,joanne@hmhonline.org,Joanne Chu,,1,Marte,40.71035225,-74.00400739
Marte,YES,jmayock@greenwichhouse.org,FY24 SC 012,Independence Plaza,310 Greenwich Street,Manhattan,10013,1,1,Manhattan CD1,Joseph Mayock,212-267-0499,Jmayock@greenwichhouse.org,W1503,Main Site,OAC,jmayock@greenwichhouse.org,Joseph Mayock,,1,Marte,40.71760349,-74.0106671
Marte,NO,,FY24 SC 013,NYFSC LaGuardia Older Adult Center,280 Cherry Street,Manhattan,10002,1,1,Manhattan CD3,Jaymi Tran,212-732-3656,laguardiaseniorcenter2@gmail.com,C5102,Main Site,OAC,,,,1,Marte,40.71137554,-73.98846099
Marte,NO,,FY24 SC 014,NYFSC Mott Street Older Adult Center,180 Mott Street,Manhattan,10012,1,1,Manhattan CD2,Suzanne Yuen,212-966-5460,syuennyfsc@hotmail.com,C5103,Main Site,OAC,,,,1,Marte,40.72055727,-73.99587295
Marte,YES,dsadykov@ujces.org,FY24 SC 015,UJCES Lunch Club OAC,15 Willett Street,Manhattan,10002,1,1,Manhattan CD3,Dina Sadykov,212-673-9328,dsadykov@ujces.org,C8502,Main Site,OAC,dsadykov@ujces.org,Dina Sadykov,,1,Marte,40.71565943,-73.98297715
Marte,YES,rsalazar@universitysettlement.org,FY24 SC 016,University Settlement OAC,189 Allen Street,Manhattan,10002,1,1,Manhattan CD3,Bing Ji,212-453-4549,bji@universitysettlement.org,C8701,Main Site,OAC,rsalazar@universitysettlement.org,Rosemarie Salazar (Assistant Director),,1,Marte,40.7221323,-73.9889642
Marte,YES,bji@universitysettlement.org,FY24 SC 017,Village View NORC ,189 ALLEN STREET,Manhattan,10002,1,1,103,Bing Ji ,212-453-0287,bji@universitysettlement.org,N72,DFTA-Funded,NORC,bji@universitysettlement.org,Bing Ji,,1,Marte,40.7221323,-73.9889642
Marte,YES,pia@visionurbana.org,FY24 SC 018,Vision Urbana NORC ,75 Delancey Street,Manhattan,10002,1,1,103,Maria Scarfo,646-626-9748,pia@visionurbana.org,N73,DFTA-Funded,NORC,pia@visionurbana.org,Maria Pia Scarfo,,1,Marte,40.71910493,-73.99006498
Mealy,YES,Nmedrano@riseboro.org,FY24 SC 297,Brevoort Senior Club,280 Ralph Avenue,Brooklyn,11233,41,41,Brooklyn CD3,Ninoska Medrano,347-318-3383,nmedrano@riseboro.org,W2002,Affiliated,OAC,Nmedrano@riseboro.org,Ninoska Medrano,,41,Mealy,40.67979319,-73.92215307
Mealy,YES,Mbruce@fortgreenecouncil.org,FY24 SC 312,Christopher Blenman OAC,720 East New York Avenue,Brooklyn,11203,40,41,Brooklyn CD9   ,Merlyn Bruce,718-773-7400,mbruce@fortgreenecouncil.org,C3505,Main Site,OAC,Mbruce@fortgreenecouncil.org,Merlyn Bruce,,41,Mealy,40.66228889,-73.93891601
Mealy,YES,wharvey@fortgreenecouncil.org,FY24 SC 337,Hugh Gilroy OAC,447 Kingsborough ,Brooklyn,11233,48,41,Brooklyn CD8,Wendy Harvey,718-756-8400,wharvey@fortgreenecouncil.org,C3511,Main Site,OAC,wharvey@fortgreenecouncil.org,WENDY HARVEY,,41,Mealy,40.57592228,-73.93577681
Mealy,YES,Jdupree@fortgreenecouncil.org,FY24 SC 299,Marcus Garvey ,1440 East New York Avenue,Brooklyn,11212,41,41,Brooklyn CD16  ,Joseph Dupree   ,(929)234-5850 ,jdupree@fortgreenecouncil.org,C3502,Affiliated,OAC,Jdupree@fortgreenecouncil.org,Joseph Dupree,,41,Mealy,40.6706532,-73.9145755
Mealy,YES,cjonestaylor@riseboro.org,FY24 SC 300,Saratoga Sq Senior,930 Halsey Street,Brooklyn,11233,41,41,Brooklyn CD16,Chanteze Jones-Taylor,347-425-0676,rortiz@riseboro.org,W2008,Affiliated,OAC,cjonestaylor@riseboro.org,Chanteze Jones-Taylor,,41,Mealy,40.68557829,-73.91697578
Mealy,YES,jdupree@fortgreenecouncil.org,FY24 SC 301,Seth Low Social Clubs ,137 Belmont Avenue,Brooklyn,11212,41,41,Brooklyn CD16  ,David Lyons,347-240-4878 ,ljames@fortgreenecouncil.org,C3503,Affiliated,OAC,jdupree@fortgreenecouncil.org,Joseph Dupree,FY24 SC 301,41,Mealy,40.66920482,-73.90517246
Mealy,YES,SHERZ@GMAIL.COM,FY24 SC 302,Shalom,483 Albany Avenue,Brooklyn,11203,40,41,Brooklyn CD9,Shimon Herz,718 774-9213,sherz@chjcc.org,C9801,Main Site,OAC,SHERZ@GMAIL.COM,SHIMON HERZ,,41,Mealy,40.66338736,-73.93997471
Mealy,YES,wmoore@wordnyc.org,FY24 SC 303,Wayside Out Brownsville Social Club,528 Mother Gaston Blvd,Brooklyn,11212,41,41,Brooklyn CD16  ,Wanda Moore,917-962-8275,info@wordnyc.org,C9002,Affiliated,OAC,wmoore@wordnyc.org,Wanda Moore,,41,Mealy,40.66595562,-73.90592323
Mealy,YES,ejones@wordnyc.org,FY24 SC 304,Wayside Out Langston Hughes Social Club,301 Sutter Avenue,Brooklyn,11212,41,41,Brooklyn CD16  ,Erica jones,917-962-8277,ejones@fortgreenecouncil.org,C9004,Affiliated,OAC,ejones@wordnyc.org,Erica Jones,,41,Mealy,40.66731133,-73.90907182
Mealy,YES,wburris@wordnyc.org,FY24 SC 305,Wayside Out Tilden Senior Center,630 Mother Gaston Boulevard,Brooklyn,11212,41,41,Brooklyn CD16  ,Wanda Burris,718-498-2990,wburris@wordnyc.org,C9003,Main Site,OAC,wburris@wordnyc.org,WANDA JEAN BURRIS,,41,Mealy,40.66347106,-73.90527793
Mealy,YES,lsmith@wordnyc.org,FY24 SC 276,Wayside Out Van Dyke II Senior Center,430 Dumont Avenue,Brooklyn,11212,41,41,Brooklyn CD16  ,Loretta Smith,718-385-1110,lsmith@wordnyc.org,C9007,Main Site,OAC,lsmith@wordnyc.org,Loretta Smith,,41,Mealy,40.6649818,-73.90330769
Menin,YES,zeisels@carterburdennetwork.org,FY24 SC 069,Carter Burden Luncheon Club ,351 East 74th Street,Manhattan,10021,5,5,Manhattan CD8 ,Sharon Zeisel,646 937-3520,zeisels@carterburdennetwork.org ,C1601,Main Site,OAC,zeisels@carterburdennetwork.org,Sharon Zeisel,,5,Menin,40.76961965,-73.95619717
Menin,YES,FERNANDEZL@CARTERBURDENNETWORK.ORG,FY24 SC 045,CBN Roosevelt Island Senior Center,546 Main Street,Manhattan,10044,5,5,Manhattan CD8 ,Lisa Fernandez,212-980-1888,fernandezl@carterburdennetwork.org; santanay@carterburdennetwork.org; revelon@carterburdennetwork.org ,C1605,Main Site,OAC,FERNANDEZL@CARTERBURDENNETWORK.ORG,LISA FERNANDEZ,,5,Menin,40.76183841,-73.94973353
Menin,YES,swoodson@lenoxhill.org ,FY24 SC 046,Center @ Lenox Hill (ISC),343 East 70th Street,Manhattan,10021,5,5,Manhattan CD8,Sara Woodson,212-218-1319,swoodson@lenoxhill.org; czhong@lenoxhill.org;  lwen@lenoxhill.org;  lwilliams@lenoxhill.org ,W1801,Main Site,OAC,swoodson@lenoxhill.org ,Sara Woodson,,5,Menin,40.76668597,-73.95739042
Menin,YES,Jmarens@isaacscenter.org,FY24 SC 047,Stanley Isaacs NSC/Holmes Older Adult Center,415 East 93rd Street,Manhattan,10128,8,5,Manhattan CD8 ,Jemma Marens,347-475-5321,jmarens@isaacscenter.org,C7601,Main Site,OAC,Jmarens@isaacscenter.org,Jemma Marens,,5,Menin,40.78090401,-73.94511171
Menin,YES,Jmarens@isaacscenter.org,FY24 SC 048,STANLEY M ISAACS NORC,415 E. 93RD STREET,Manhattan,10128,8,5,108,Jemma Marens,212-360-7620 or 347-475-5321,jmarens@isaacscenter.org,N65,DFTA-Funded- NYCHA,NORC,Jmarens@isaacscenter.org,Jemma Marens,,5,Menin,40.78090401,-73.94511171
Moya,YES,RodriguezA@raices.us,FY24 SC 184,Corona OAC,107-24 Corona Avenue,Queens,11368,21,21,Queens CD4,Alexandra Rodriguez,718 458 7259,rodrigueza@raices.us,C7203,Main Site,OAC,RodriguezA@raices.us,Alexandra Rodriguez-Canizare,,21,Moya,40.74355034,-73.8557053
Moya,YES,dbarnes@fesscenter.org,FY24 SC 176,Florence E Smith OAC,102-19 34th Avenue,Queens,11368,21,21,Queens CD3,Deborah Barnes,718 899-0553,dbarnes@fesscenter.org,C2501,Main Site,OAC,dbarnes@fesscenter.org,Deborah Barnes,,21,Moya,40.75574122,-73.86598755
Moya,YES,l.hooks@elmcor.org,FY24 SC 177,Golden Phoenix 1 (ELMCOR NSC),98-19 Astoria Boulevard,Queens,11369,21,21,Queens CD3,Larinda Hooks,718-451-6904,L.Hooks@Elmcor.org,W1301,Main Site,OAC,l.hooks@elmcor.org,Larinda Hooks,,21,Moya,40.76229601,-73.87108949
Moya,YES,l.hooks@elmcor.org,FY24 SC 178,Golden Phoenix 2 (Elmcor Lefrak NSC),95-18 Northern Boulevard,Queens,11372,21,21,Queens CD3,Larinda Hooks,718-451-6904,L.Hooks@Elmcor.org,W1302,Main Site,OAC,l.hooks@elmcor.org,Larinda Hooks,,21,Moya,40.75686612,-73.87286145
Moya,YES,l.hooks@elmcor.org,FY24 SC 179,Golden Phoenix 3 ,96-05 Horace Harding Expressway,Queens,11368,21,21,Queens 21,Larinda Hooks,718-651-0096 ext 211,L.Hooks@Elmcor.org,45D,Main Site,OAC,l.hooks@elmcor.org,Larinda Hooks,,21,Moya,40.73438233,-73.86430934
Moya,YES,l.hooks@elmcor.org,FY24 SC 180,Golden Phoenix 4 (Lefrak new site),33-16 108th street,Queens,11368,21,21,Queens CD1, Larinda Hooks,718-451-6904, l.hooks@elmcor.org,CC101,Main Site,OAC,l.hooks@elmcor.org,Larinda Hooks,,21,Moya,40.75742875,-73.86093798
Moya,NO,,FY24 SC 181,Korean Community Services Corona OAC,37-06 111th Street,Queens,11368,21,21,Queens CD3,Helen Ahn,718-651-9220,kahn@kcsny.org,C4901,Main Site,OAC,,,,21,Moya,40.75394116,-73.8572637
Narcisse,YES,twong@milldev.org,FY24 SC 342,Bergen Basin Marine Park Older Adult Center,3000 Fillmore Avenue,Brooklyn,11234,46,46,Brooklyn CD18   ,Tiffany Wong,718-336-0275,twong@bergenbeachyouth.org,C0803,Main Site,OAC,twong@milldev.org,Tiffany Wong,,46,Narcisse,40.60859182,-73.93746691
Narcisse,YES,lmason@milldev.org,FY24 SC 343,Bergen Basin Midwood Older Adult Center,2164 Ralph Avenue,Brooklyn,11234,46,46,Brooklyn CD18   ,Lauren Mason,718-253-5557,lmason@milldev.org,C0804,Main Site,OAC,lmason@milldev.org,Lauren Mason,,46,Narcisse,40.62506471,-73.917858
Narcisse,YES,dweinstein@milldev.org,FY24 SC 344,Bergen Basin Mill Basin Older Adult Center,2075 East Street 68th Street,Brooklyn,11234,,46,Brooklyn CD18   ,Donna Rae Weinstein,718-444-3850,dweinstein@milldev.org,C0805,Main Site,OAC,dweinstein@milldev.org,DonnaRae Weinstein ,,46,Narcisse,,
Narcisse,YES,eileenyu@homecrest.org,FY24 SC 345,CCNS NORC (Sheepshead Bay),3677 NOSTRAND AVENUE,Brooklyn,11229,46,46,315,Marina Ackerman,718-769-3579,marina.ackerman@ccbq.org,4BM,Discretionary-NYCHA,NORC,eileenyu@homecrest.org,Eileen Yu,,46,Narcisse,40.59420255,-73.94067424
